,Объем багажника минимальный [л],Объем багажника максимальный [л],Полная масса [кг],Грузоподъёмность [кг],Максимальный крутящий момент [Н*м],Мощность двигателя [л.с.],Объём топливного бака [л],Разгон до 100 км/ч [сек],Максимальная скорость [км/ч],Расход топлива в городе на 100 км [л],Расход топлива на шоссе на 100 км [л],Расход топлива в смешанном цикле на 100 км [л]
1456,460.0,470.0,2847.5393189504307,520.0,250.87835924197125,184.5078637900861,91.87696594752153,12.130758513119616,170.0,16.29227553935885,10.724606810495693,14.820027865888994
1457,500.0,470.0,2510.0,520.0,244.68374923450153,117.1076871555257,74.0,10.583587339245325,150.11709373086254,10.268374923450155,7.4756405962938075,8.317093730862538
1458,460.0,470.0,2720.0,520.0,313.0,194.0,90.96784195911276,10.477334334754149,185.0,18.14839209795564,10.945176293866915,13.596784195911276
1459,496.2605487777832,470.0,2509.065137194446,520.0,239.34559603611206,117.43064329444093,75.68275304999756,14.58582545694519,150.37394512222167,13.408504725832886,9.205669817221924,10.831724695000243
1460,460.0,470.0,2628.5659470959786,520.0,266.1457075100911,196.29064761361917,82.56901672223063,11.75705515353566,173.85812952272383,16.37147242323217,10.35705515353566,13.785429248990893
1461,460.0,470.0,2333.1056005053283,520.0,235.36521592925405,126.8087044244757,75.0,11.520124829309037,158.24224020213128,15.153913628298382,9.859379216170504,13.114659241436915
1462,460.0,470.0,2530.0,520.0,445.8940101719766,195.43778907997398,69.0,10.564976873602081,185.0,11.18248843680104,7.673732655201561,8.97373265520156
1463,500.0,470.0,2510.0,520.0,240.0,112.83188608491757,74.0,9.925217087262364,149.32246440153673,10.314927054832076,7.598115663323833,8.579419935139423
1464,448.02594635291655,470.0,2510.0,520.0,314.3304504052315,204.4678198379074,73.93563967581481,10.158789170197226,185.0,18.013736943267592,11.02017297568611,13.833045040523148
1465,500.0,470.0,2510.0,520.0,255.0,173.3511778147371,74.0,12.940471125894838,175.0,16.456378093654127,10.091495875127835,11.285041248721658
1466,460.0,470.0,2766.5919597974225,520.0,351.2959798987113,212.7488442228351,90.0,11.739551758784536,183.0224120607732,16.788068341878354,10.417666331749487,13.58035577904227
1467,460.0,470.0,2775.094289354893,520.0,314.98114212902135,213.32071701617,90.0,10.31132804354047,200.0942893548933,14.141527279012875,8.156613575795804,13.973585659676601
1468,460.0,470.0,1680.0,520.0,160.0,114.0,53.0,12.826925274327222,150.78670329851263,11.93706373611899,7.9842659340297475,9.468531868059495
1469,460.0,470.0,2720.0,520.0,343.0,245.0,92.0,9.6,185.0,18.328320084264057,11.180200052665036,13.828320084264057
1470,460.0,470.0,2720.0,520.0,313.0,194.0,91.33198224250953,10.167815093866905,185.0,18.166599112125475,10.999797336376428,14.165991121254763
1471,460.0,470.0,2720.0,520.0,273.26367134594375,179.8642803756122,88.0,12.64523987479593,176.1934501565051,15.064584890446438,9.331667912357151,11.483929906096947
1472,500.0,470.0,2510.0,523.4954824745131,255.0,170.48936754643182,74.0,14.493009035050974,175.0,17.044072280407793,11.137081315458763,13.75744271749772
1473,460.0,470.0,2762.116681876572,520.0,317.57666362468564,204.4816773136002,90.0,12.193081127897106,187.11668187657168,18.748577933817053,10.687247034068522,14.168249771851425
1474,460.0,470.0,2650.0,520.0,241.71917597724783,147.29091664235628,92.0,10.35252315490103,166.50504630980205,16.2,10.7,14.9
1475,460.0,470.0,2080.541915440863,520.0,382.88383659353354,162.64551064085444,68.10778460214993,11.789101842580484,171.48503070967473,10.537964005161523,7.30275446365601,8.416287387527014
1476,460.0,470.0,2755.265485310814,520.0,317.4081856638517,201.0530970621628,90.2367257344593,12.156747685034016,185.0,19.346128272601455,11.1,14.140818566385175
1477,500.0,470.0,2510.0,520.0,255.0,176.72920701729436,74.0,14.403868471181509,175.0,16.330947769452074,10.334816240633584,9.389555087893953
1478,500.0,470.0,2510.0,546.7264995615009,255.0,177.0,74.0,14.4,175.0,16.3,10.3,9.2
1479,460.0,470.0,2306.0464259885935,520.0,252.3395725650189,172.64657328821275,75.0,12.148371407908748,169.39535740114067,17.4186072203422,10.839535740114066,13.62092851977187
1480,460.0,470.0,3029.3825795094344,520.0,329.22638751320744,249.58838633962282,88.0,10.796912897547172,199.92282243867928,17.66552735594341,11.180448351132084,13.475303180377368
1481,500.0,470.0,2510.0,520.0,259.5013270647975,163.33803594409972,74.0,15.13018578907165,170.67872601779442,16.50582482744673,10.76787260177944,13.21773989529969
1482,460.0,470.0,2510.0,520.0,319.8587548457477,205.6598832377711,75.0,9.6,185.0,18.2,11.1,13.7
1483,460.0,470.0,2530.0,520.0,373.0,170.0,69.0,13.099571440196303,177.0,12.990441571123242,8.872181832977114,10.381311702050178
1484,460.0,470.0,2760.0,520.0,317.9955195540796,202.0022402229602,90.0,12.496751676707682,185.0224022296022,19.492047208491222,11.095631565227572,14.199663966555967
1485,415.0,470.0,2510.0,520.0,328.5336392736085,205.5392748889663,71.0,10.889890776063611,184.43818264960242,17.56741808204771,10.778090867519879,13.344945388031805
1486,500.0,470.0,2510.0,520.0,240.0,111.10617286055896,74.0,14.345570991733297,148.78317901892467,13.221682098107532,9.121682098107533,11.0
1487,460.0,470.0,2734.8262333860416,520.0,294.0,125.0,88.51737666139582,11.462555981024938,153.70655834651046,13.176064992093725,8.079540324372887,10.027802658233306
1488,451.3090210935718,470.0,2510.0,520.0,313.96566432293645,195.54506291669836,74.22746854165082,10.005579015633314,185.0,18.064806994788896,11.042060140623812,13.796566432293647
1489,460.0,470.0,1876.1237929627825,520.0,190.0,129.0,53.0,10.016819644893596,170.0,12.0,7.983180355106403,9.025229467340395
1490,460.0,470.0,2720.0,520.0,343.0,245.0,92.0,9.6,185.0,18.461146861202632,11.263216788251647,13.961146861202634
1491,460.0,470.0,2327.9922156154416,520.0,269.8919879522201,169.3668502584115,75.0,11.223548505695605,173.80311375382342,17.024326944151458,10.70810898138382,14.147875449847064
1492,460.0,470.0,2722.316877135605,520.0,294.0,125.0,89.76831228643948,9.6,150.5792192839013,14.964052815337254,10.825040187200944,12.382962115591074
1493,460.0,470.0,3030.0,520.0,441.0,200.0,88.0,10.160974174211882,189.41738404966998,10.654747013563036,7.2,8.21300860859604
1494,460.0,470.0,2809.5463797673638,520.0,372.5010177441001,165.34475137680354,90.0,13.788205873951458,170.13608606979088,13.356248908846895,8.820866530701268,10.533567897215082
1495,460.0,470.0,2360.8792347700096,520.0,226.0273681274913,138.03284175298955,78.08244985150269,11.646698551249603,158.65377971749447,15.828019130749764,10.236811478449859,13.865377971749446
1496,460.0,470.0,2072.5,520.0,64.00950000563446,55.59656410660936,70.0,9.6,196.0085897334766,8.12844871809319,5.08715512819068,6.610085897334766
1497,460.0,470.0,1687.166570517344,520.0,170.03319872428185,118.29994231040651,53.0,11.47000576895935,160.73325641387535,11.528334294826559,8.043331410346884,9.228334294826558
1498,460.0,470.0,1724.3550298441623,520.0,189.7051565001885,128.83415053135604,53.0,11.3,164.96314456252355,12.383415053135604,8.198157228126178,9.690786140630891
1499,460.0,470.0,2650.0,520.0,255.0,161.43933177986955,92.0,12.1,170.0,16.427103686442997,10.64322407838925,14.786448156778501
1500,460.0,470.0,2825.9878497258783,520.0,383.8717378135971,170.59574740405733,89.68024300548244,13.36832805740129,172.39817745888172,12.996230855208317,8.672097202192976,10.24419440438595
1501,460.0,470.0,2825.686048457808,520.0,214.27413116682817,162.88255638797293,90.78430242289039,12.403924394277402,170.0,17.268633667410285,10.903924394277402,14.031366332589716
1502,460.0,470.0,2072.5,520.0,59.0,52.0,70.0,9.6,129.51375375499268,8.0,5.428201070630466,7.028201070630466
1503,460.0,470.0,2764.92602331899,520.0,317.0147953362021,205.6945174892422,90.0,11.785726618746505,189.92602331898962,17.751261721758688,10.139425452797024,14.126109650215156
1504,460.0,470.0,2072.5,520.0,91.34108625670052,61.465683782448934,70.0,9.6,185.57024233210848,8.788806981870744,5.578880698187074,7.1
1505,500.0,470.0,2510.0,520.0,240.0,112.21994439507893,74.0,10.01700834073816,149.13123262346215,10.460263206168754,7.682257645676647,8.686509730861186
1506,460.0,470.0,2840.8341643416397,520.0,239.64722527224632,183.16683286832793,91.54170821708198,12.214572945729504,170.0,16.543718837188514,10.791658356583604,14.602110341103288
1507,460.0,470.0,2350.0,520.0,233.0,141.0,75.0,12.121080844697465,165.0,16.1,10.4,14.5
1508,460.0,470.0,2300.0,520.0,240.0,99.0,75.0,15.268632408860547,145.0,13.216637758693226,9.216811206533865,10.650086723920317
1509,460.0,470.0,2072.5,520.0,430.0,181.0,70.0,11.606114136721079,180.0,8.951917278214651,6.76870471224036,7.537409424480719
1510,460.0,470.0,2233.7001310470982,520.0,332.21706336483714,141.31996774225274,73.54286002301315,15.488574020711834,162.28569988493427,12.846859619791307,8.842287211966836,10.338287615188678
1511,481.0570444625965,470.0,2510.0,520.0,255.0,177.10360832652634,74.47357388843508,11.836786944217543,172.63213055782455,17.07357388843509,10.37357388843509,13.342072166530526
1512,415.0,470.0,2510.0,520.0,315.0272161195579,195.50593197452875,71.0,11.507327263105923,180.579204605588,18.030495447329443,10.971039769720601,13.653663631552961
1513,460.0,470.0,2603.7347208878928,520.0,279.0579451382958,218.63875120089656,71.64327719067279,11.359755534206284,178.3277502401793,16.57012223289686,9.959755534206284,12.49420548617042
1514,460.0,470.0,2358.855120448081,520.0,230.83451307195267,140.25936750711074,77.50895079362299,11.731036647996618,160.57243977595942,15.819587852477431,10.193380522878106,13.998209841275402
1515,459.55667677377915,470.0,2529.802967455013,520.0,373.0,169.95074186375322,69.01970325449871,13.1832522336761,176.93103860925453,13.093103860925453,8.989163210025712,10.490148372750648
1516,460.0,470.0,2702.1828741452714,520.0,338.4647316006146,245.6478954856265,84.54920191529536,9.729579097125297,189.85921614219868,18.00563135431205,11.132394774281325,13.602815677156025
1517,439.93187618453555,470.0,2510.0,520.0,313.0,200.09445862288646,73.21616677195871,10.491916614020642,182.77020846494838,18.15540416929897,11.055404169298967,13.7
1518,460.0,470.0,2720.0,520.0,295.3786821700954,187.30389922463624,90.59029457360764,11.009705426392369,181.47573643401907,17.38941937982439,10.712331007742097,13.689419379824388
1519,460.0,470.0,1698.2521863347154,520.0,172.16812422314365,120.08406211157182,53.0,11.656637515537128,159.05604140771456,11.924483312617163,8.021681242231436,9.462241656308581
1520,460.0,470.0,3030.0,520.0,371.96457316542967,230.8193869797189,88.0,10.684916321878314,192.32775479188757,14.592740690714463,9.665550958377512,11.428493793809642
1521,460.0,470.0,2650.0,520.0,299.8499450604474,189.14686012053784,88.26250457829605,9.764065361435032,179.34373855425986,12.649379349381249,7.429691506009045,9.574069024071873
1522,415.0,470.0,2510.0,520.0,188.0,174.64302589481488,71.0,11.20342798940735,174.1075647370372,17.617848705259256,10.935697410518513,13.517848705259256
1523,460.0,470.0,2318.591676461936,520.0,237.39716529532893,114.61700822802644,75.0,14.949849235968973,152.4366705847745,14.2783172347923,9.709016882162597,12.112967411107153
1524,415.0,470.0,2510.0,520.0,348.0,220.0,71.0,11.391935593707059,185.90607178321454,17.391271386014257,10.745635693007129,13.964421336364222
1525,460.0,470.0,2760.0,520.0,316.98996500124645,203.2525087496884,90.0,11.767724625903691,190.05017499376765,17.707187877212487,10.11521587621531,14.124247375093486
1526,460.0,470.0,2410.0,520.0,181.02058959691266,84.0,92.0,9.6,130.00514739922818,14.599588208061746,9.499485260077183,11.000102947984564
1527,460.0,470.0,2726.3575313310703,520.0,343.7946914163838,241.02654291808108,91.68212343344649,9.774832111604432,185.79469141638378,18.69801726177416,11.456955545050919,14.27748640341254
1528,460.0,470.0,2762.6573029161573,520.0,337.9022489186031,235.94381749694247,88.93707883353717,11.221685475091727,192.97190874847124,17.606292116646284,11.012584233292566,13.827977591738009
1529,460.0,470.0,2719.4430363495785,520.0,314.6708909512651,192.10632358856623,90.77467996907225,9.644557092033736,184.38733998453614,17.77113798917529,10.8382270843018,13.376961082755413
1530,460.0,470.0,2305.109680984686,520.0,253.05832122581933,174.24077226826958,75.0,12.140877447877488,169.4890319015314,17.446709570459422,10.848903190153141,13.602193619693718
1531,415.0,470.0,2510.0,520.0,321.74741353230604,189.7720834593854,71.0,11.585420977446157,178.54209774461566,17.26899571443093,10.548050300830855,13.087681052738576
1532,460.0,470.0,2072.5,520.0,59.0,52.0,70.0,9.6,156.51378314850868,7.527024096211862,4.695940963560165,6.579726505833048
1533,460.0,470.0,2300.0,520.0,249.40410103340795,157.65948630480455,75.0,11.66480191449974,168.48158468400206,16.465566391820218,10.521855463940073,14.360736612639917
1534,460.0,470.0,2850.0,520.0,250.52438353515012,128.4682738984203,92.0,11.354063922525018,162.54063922525017,15.764551593228022,10.212113239713009,13.655689491535025
1535,460.0,470.0,2650.0,520.0,262.68253609572133,179.08068685925787,91.3597886586899,11.69986791168118,171.60052835327528,15.591799225755393,10.139815076353651,13.98769883863309
1536,460.0,470.0,2720.0,520.0,292.4543544399664,125.0,91.5456455600336,15.550735406129395,150.0,15.45456455600336,10.836306331989917,12.568153165994959
1537,460.0,470.0,2712.3005368303143,520.0,379.98532957626526,181.68085892850294,74.60107366062869,11.607978526787425,180.3803220981886,11.709445569160902,8.105187890610019,9.419284520066599
1538,460.0,470.0,2072.5,520.0,59.0,52.0,70.0,9.6,192.9171683703372,7.131335126409378,4.023269714895942,6.144468639050316
1539,460.0,470.0,2109.3923087076223,520.0,258.9932984611383,146.2778270987083,61.31945677467707,9.95625332916281,162.63891354935413,14.921520502940528,9.604162967596878,13.81596396096636
1540,460.0,470.0,2601.8381673279932,520.0,281.8087936243171,220.8235729100842,70.66174023807763,11.237502310848225,179.03676334655987,16.445593944448554,9.800738964288357,12.18603362566441
1541,460.0,470.0,2720.0,520.0,264.5651156873758,175.5947439612028,88.12520925499007,13.474790745009935,175.31302313747517,15.971995321619287,10.034432545122268,12.246953470621273
1542,460.0,470.0,2720.0,520.0,313.0,194.0,92.0,9.6,185.0,18.307491973210524,11.153745986605262,13.780618979907894
1543,460.0,470.0,2650.0,520.0,255.0,177.0,92.0,12.1,170.0,16.56380980437913,10.609047548905219,14.718095097810435
1544,460.0,470.0,2718.573600920925,520.0,325.4096719879526,191.71776147347998,87.14720184184998,11.357055963163,184.14416055255498,16.91608876436774,10.300760322323747,12.744008488090243
1545,460.0,470.0,2074.007879928516,520.0,100.9448008015727,80.14191811091916,69.64520472270209,9.6,135.0,9.16675378033002,5.127726299827249,6.149014016465124
1546,460.0,470.0,2072.5,520.0,99.52018815687619,67.83849474499044,70.0,9.6,131.19952960780952,9.0,4.771971776468571,6.684084670594288
1547,460.0,470.0,2963.0758514857093,520.0,441.0,200.0,88.0,10.436551856428634,193.8459752476182,11.84229876238091,7.646160990095272,8.678850618809545
1548,460.0,470.0,2072.5,520.0,71.79003161030035,55.74342388594157,70.0,9.6,118.30318383841721,8.31195199049513,5.2504384076038955,7.037609601900974
1549,460.0,470.0,2523.5851451912376,520.0,353.75543557371236,177.69782577051507,70.92445644262877,12.04532613442274,179.56594192350502,14.73578797623445,9.673559754920067,11.526376769402008
1550,460.0,470.0,1712.5990202676353,520.0,181.7326801784235,124.86634008921175,53.0,11.46534639643153,162.24422672614116,12.179538138091294,8.117326801784234,9.589769069045646
1551,448.5626655413934,470.0,2547.291850601548,520.0,294.0,125.0,69.50832597593808,10.972480135032793,155.0,12.781244481953554,7.809991171125686,9.70832597593807
1552,460.0,470.0,2410.0,520.0,185.00718287097425,84.0,92.0,9.6,131.00179571774356,14.519856342580514,9.399820428225643,11.020035914354871
1553,460.0,470.0,2815.275087460379,520.0,258.23057908330117,167.58170226575194,88.52750874603788,12.204368440471592,171.04368440471592,15.536245626981064,9.907685969443373,12.06812281349053
1554,460.0,470.0,2650.0,520.0,250.7238606030337,129.0268096884944,92.0,11.38731010050562,162.87310100505618,15.515817696485394,10.300893656283147,13.845218948748316
1555,500.0,486.8825085903015,2510.0,520.0,240.0,115.0,74.0,12.004873425111395,150.0,13.1,9.0,10.718624856828308
1556,460.0,470.0,2720.0,520.0,263.0,176.05693507979498,88.0,13.6,175.0,15.9,10.0,12.2
1557,460.0,470.0,2300.0,520.0,268.24810590107785,113.12405295053891,75.0,16.61729312231598,150.43232805789958,13.688909525210962,9.462969841736987,11.025939683473975
1558,460.0,470.0,2079.2679438768687,520.0,390.3478111684631,165.55316338691134,68.40754261720735,11.870036506645986,172.8339417774331,10.421058379289132,7.254793181246823,8.350340624214383
1559,460.0,470.0,1712.5921998842039,520.0,160.0,114.0,53.0,12.796298750723725,151.01850624638138,11.796298750723725,8.0,9.398149375361863
1560,460.0,470.0,2510.0,520.0,340.26506528781425,241.35342038375234,75.0,9.6,185.0,18.2,11.1,13.7
1561,493.8536784735555,470.0,2510.0,520.0,255.0,178.2292643052889,74.15365803816111,14.04658651222944,174.23170980919443,16.49975544960945,10.392194822896668,9.860729564092784
1562,460.0,470.0,2350.0,520.0,233.0,141.0,75.0,12.281477453842113,165.0,16.1,10.4,14.5
1563,415.0,470.0,2510.0,520.0,265.3608627386742,114.39291212543488,71.0,16.060708787456512,149.69645606271743,13.581787363763047,9.334822803135872,10.881787363763046
1564,460.0,470.0,1590.0,550.0,139.65224670096939,120.3044934019388,50.0,10.2,185.0,12.4,7.2,9.2
1565,460.0,470.0,1520.0,520.0,121.28637561856284,63.33091456848587,50.0,16.716727135787853,148.41636432106074,7.7282747471291655,5.458000753166807,5.820818216053037
1566,460.0,470.0,1520.0,522.9497794856882,118.7196471771011,74.7488974284409,50.0,13.909216104025584,159.20916204561507,9.980739793112054,6.297902973702799,6.625938255992691
1567,460.0,470.0,1520.0,499.201838680739,123.9201838680739,90.7605516042217,50.0,13.655986209894458,167.40022983509238,12.4,7.2,7.8
1568,460.0,470.0,1465.0,490.0,126.0,90.42053577866507,50.0,13.5,170.0,8.6,5.2,7.8
1569,460.0,470.0,1465.0,490.0,130.09130298505812,94.95262992928087,50.0,12.918604312649636,171.50732215238983,8.793798562450121,5.41533173605569,7.778466826394431
1570,460.0,470.0,1455.984033924356,491.8031932151288,117.34467256738182,84.59042035461363,50.0,13.68031932151288,166.39361356974243,8.744255457210302,5.488510914420607,7.763936135697424
1571,460.0,470.0,1520.0,520.0,123.66053601023233,89.78665269821639,50.0,14.143352597186105,165.71098268542596,11.249763538364235,6.771098268542596,7.410089335038723
1572,460.0,470.0,1520.0,520.0,124.83781270411951,93.41658917103517,50.0,13.819601506367134,167.86932329088577,11.828591246192095,6.986932329088578,7.606302117353252
1573,460.0,470.0,1455.4315928024323,491.91368143951354,116.81432909033501,84.87621939355667,50.0,13.691368143951355,166.17263712097292,8.753094515161083,5.506189030322166,7.761726371209729
1574,460.0,470.0,1440.4884318726906,494.9023136254619,102.46889459778293,75.29305912361433,50.0,12.225398457379908,163.13676092435335,8.992185090036951,5.984370180073903,7.211722364944573
1575,460.0,470.0,1520.0,523.0404392477094,132.5816280623691,81.47279064587697,50.0,13.663604677061516,159.5536691412958,12.4,7.2,6.690514204404451
1576,460.0,470.0,1465.0,490.0,138.09624211082337,104.6428193973125,50.0,12.863355678377717,173.1832216081114,9.172979889460054,5.836644321622282,8.245651025135597
1577,460.0,470.0,1551.1629074020443,533.3555317437332,130.8970283060355,105.01331904623994,50.0,12.030891508189345,176.67776587186663,12.4,7.2,8.423258148040883
1578,460.0,470.0,1520.0,520.0,151.54805854943726,77.09202509261597,50.0,16.290797490738402,148.6370146373593,12.4,7.2,5.909100209105134
1579,460.0,470.0,1458.1599258162557,491.36801483674884,119.43352878360548,86.62235252240365,50.0,13.636801483674885,167.2639703265023,8.709441186939909,5.418882373879818,7.772639703265023
1580,460.0,470.0,1551.6787585170623,533.5766107930267,163.42338920697335,111.5327920412462,50.0,12.937231534495556,168.57661079302665,12.4,7.2,7.448171817922843
1581,460.0,470.0,1520.0,520.0,115.01820894832208,87.11638805348989,50.0,13.664726865775169,166.15637313191274,10.533095521214754,6.541092536899326,7.470546268449663
1582,460.0,470.0,1520.0,520.0,174.49319579529165,86.92565534083927,50.0,15.30743446591607,154.3732989488229,12.4,7.2,5.991047127840328
