,Марка,Объем багажника минимальный [л],Объем багажника максимальный [л],Тип кузова,Полная масса [кг],Грузоподъёмность [кг],Максимальный крутящий момент [Н*м],Мощность двигателя [л.с.],Объём топливного бака [л],Разгон до 100 км/ч [сек],Максимальная скорость [км/ч],Расход топлива в городе на 100 км [л],Расход топлива на шоссе на 100 км [л],Расход топлива в смешанном цикле на 100 км [л]
1252,BMW,520.0,520.0,Седан,2155.0,560.0,500.0,218.0,70.0,7.1,245.0,9.5,5.5,6.9
1253,BMW,520.0,520.0,Седан,2150.0,560.0,500.0,231.0,70.0,6.8,250.0,9.4,5.2,6.7
1254,BMW,520.0,520.0,Седан,,,290.0,228.0,70.0,7.2,241.0,12.4,8.1,10.2
1255,BMW,520.0,520.0,Седан,2065.0,560.0,300.0,231.0,70.0,7.1,245.0,14.2,7.5,9.9
1256,BMW,520.0,520.0,Седан,2060.0,560.0,300.0,258.0,70.0,6.7,250.0,13.6,6.8,9.3
1257,BMW,520.0,520.0,Седан,,,290.0,228.0,70.0,6.9,241.0,11.8,7.8,10.2
1258,BMW,520.0,520.0,Седан,2055.0,560.0,300.0,231.0,70.0,6.9,250.0,14.1,7.0,9.5
1259,BMW,520.0,520.0,Седан,2050.0,560.0,300.0,258.0,70.0,6.5,250.0,12.6,6.6,8.8
1260,BMW,520.0,520.0,Седан,2235.0,560.0,500.0,231.0,70.0,6.8,238.0,11.7,6.5,8.2
1261,BMW,520.0,520.0,Седан,2220.0,560.0,500.0,231.0,70.0,6.6,242.0,10.2,6.1,7.6
1262,BMW,520.0,520.0,Седан,2165.0,560.0,300.0,258.0,70.0,7.1,248.0,14.4,7.9,10.3
1263,BMW,520.0,520.0,Седан,2150.0,560.0,300.0,258.0,70.0,6.8,250.0,13.6,7.4,9.7
1264,BMW,520.0,520.0,Седан,2220.0,560.0,560.0,272.0,70.0,6.5,250.0,10.9,6.3,8.0
1265,BMW,520.0,520.0,Седан,2220.0,560.0,390.0,306.0,70.0,6.3,250.0,15.5,7.5,10.4
1266,BMW,520.0,520.0,Седан,2210.0,560.0,390.0,306.0,70.0,6.2,250.0,16.2,8.0,11.0
1267,BMW,520.0,520.0,Седан,,,447.0,329.0,70.0,6.0,241.0,13.1,9.0,11.2
1268,BMW,520.0,520.0,Седан,2195.0,560.0,450.0,333.0,70.0,5.9,250.0,15.8,7.7,10.6
1269,BMW,520.0,520.0,Седан,,,447.0,329.0,70.0,5.9,241.0,13.8,9.4,11.8
1270,BMW,520.0,520.0,Седан,2190.0,560.0,450.0,333.0,70.0,5.8,250.0,16.3,7.9,10.9
1271,BMW,520.0,520.0,Седан,,,488.0,365.0,70.0,5.7,241.0,13.8,9.4,11.8
1272,BMW,520.0,520.0,Седан,2220.0,560.0,490.0,367.0,70.0,5.6,250.0,15.9,7.8,10.8
1273,BMW,520.0,520.0,Седан,,,488.0,365.0,70.0,5.6,241.0,15.7,10.2,13.1
1274,BMW,520.0,520.0,Седан,2220.0,560.0,490.0,367.0,70.0,5.5,250.0,16.4,8.0,11.1
1302,BMW,520.0,520.0,Седан,2060.0,540.0,350.0,177.0,70.0,8.4,229.0,7.5,4.6,5.6
1303,BMW,520.0,520.0,Седан,2050.0,540.0,350.0,177.0,70.0,8.3,231.0,6.5,4.3,5.1
1304,BMW,520.0,520.0,Седан,2030.0,540.0,210.0,170.0,70.0,9.6,224.0,9.4,5.4,6.9
1305,BMW,520.0,520.0,Седан,2000.0,540.0,210.0,170.0,70.0,8.7,224.0,9.2,5.4,6.7
1306,BMW,520.0,520.0,Седан,2085.0,560.0,240.0,190.0,70.0,8.7,236.0,10.3,5.9,7.5
1307,BMW,520.0,520.0,Седан,2060.0,560.0,240.0,190.0,70.0,8.2,237.0,10.1,5.7,7.3
1308,BMW,520.0,520.0,Седан,2155.0,560.0,400.0,197.0,70.0,7.7,235.0,8.5,5.3,6.5
1309,BMW,520.0,520.0,Седан,2140.0,560.0,400.0,197.0,70.0,7.6,237.0,8.2,5.0,6.2
1310,BMW,520.0,520.0,Седан,2090.0,560.0,270.0,218.0,70.0,7.7,246.0,10.4,5.8,7.5
1311,BMW,520.0,520.0,Седан,2070.0,560.0,270.0,218.0,70.0,7.1,248.0,10.3,5.7,7.4
1312,BMW,520.0,520.0,Седан,2240.0,560.0,400.0,197.0,70.0,7.9,230.0,9.1,5.6,6.9
1313,BMW,520.0,520.0,Седан,2230.0,560.0,400.0,197.0,70.0,7.8,232.0,8.8,5.4,6.7
1314,BMW,520.0,520.0,Седан,2205.0,560.0,270.0,218.0,70.0,8.2,234.0,11.2,6.3,8.1
1315,BMW,520.0,520.0,Седан,2185.0,560.0,270.0,218.0,70.0,7.9,240.0,11.3,6.2,8.1
1316,BMW,520.0,520.0,Седан,2120.0,500.0,271.0,233.0,70.0,7.4,241.0,13.1,8.7,11.2
1317,BMW,520.0,520.0,Седан,2090.0,500.0,271.0,233.0,70.0,6.8,241.0,13.1,8.4,11.2
1318,BMW,520.0,520.0,Седан,2215.0,485.0,271.0,233.0,70.0,7.9,241.0,13.8,9.4,11.8
1319,BMW,520.0,520.0,Седан,2195.0,485.0,271.0,233.0,70.0,7.4,241.0,13.8,9.4,11.8
1320,BMW,520.0,520.0,Седан,2160.0,560.0,500.0,235.0,70.0,6.8,248.0,9.1,5.2,6.6
1321,BMW,520.0,520.0,Седан,2140.0,560.0,500.0,235.0,70.0,6.8,250.0,8.6,5.1,6.4
1322,BMW,520.0,520.0,Седан,2100.0,560.0,320.0,272.0,70.0,6.5,250.0,10.8,5.6,7.5
1323,BMW,520.0,520.0,Седан,2090.0,560.0,320.0,272.0,70.0,6.3,250.0,10.9,5.8,7.7
1324,BMW,520.0,520.0,Седан,2265.0,560.0,500.0,235.0,70.0,6.8,240.0,9.6,5.5,7.0
1325,BMW,520.0,520.0,Седан,2245.0,560.0,500.0,235.0,70.0,6.6,242.0,9.2,5.5,6.9
1326,BMW,520.0,520.0,Седан,2215.0,560.0,320.0,272.0,70.0,6.8,250.0,11.6,6.0,8.1
1327,BMW,520.0,520.0,Седан,2195.0,560.0,320.0,272.0,70.0,6.6,250.0,11.5,6.2,8.2
1328,BMW,520.0,520.0,Седан,2220.0,560.0,580.0,286.0,70.0,6.4,250.0,9.0,5.4,6.7
1329,BMW,520.0,520.0,Седан,2210.0,530.0,407.0,305.0,70.0,5.9,241.0,13.8,9.0,11.8
1330,BMW,520.0,520.0,Седан,2210.0,550.0,407.0,305.0,70.0,5.8,241.0,13.8,9.0,11.8
1331,BMW,520.0,520.0,Седан,2290.0,500.0,407.0,305.0,70.0,5.8,241.0,13.8,9.4,11.8
1332,BMW,520.0,520.0,Седан,2270.0,500.0,407.0,305.0,70.0,5.7,241.0,14.7,9.4,12.4
1333,BMW,520.0,520.0,Седан,2220.0,560.0,390.0,306.0,70.0,6.2,250.0,14.4,6.9,9.7
1334,BMW,520.0,520.0,Седан,2210.0,560.0,390.0,306.0,70.0,6.1,250.0,15.8,7.4,10.5
1335,BMW,520.0,520.0,Седан,2300.0,500.0,488.0,365.0,70.0,5.7,241.0,15.7,10.2,13.1
1336,BMW,520.0,520.0,Седан,2220.0,560.0,490.0,367.0,70.0,5.3,250.0,15.5,7.2,10.3
1337,BMW,520.0,520.0,Седан,2290.0,500.0,488.0,365.0,70.0,5.6,241.0,15.7,10.7,13.1
1338,BMW,520.0,520.0,Седан,2220.0,560.0,490.0,367.0,70.0,5.2,250.0,16.6,7.6,10.9
1372,BMW,520.0,520.0,Седан,2235.0,610.0,380.0,184.0,70.0,8.1,225.0,6.4,4.5,5.2
1373,BMW,520.0,520.0,Седан,2230.0,610.0,380.0,184.0,70.0,8.2,231.0,5.6,3.9,4.5
1374,BMW,520.0,520.0,Седан,2230.0,610.0,380.0,184.0,70.0,8.1,227.0,5.9,4.3,4.9
1375,BMW,520.0,520.0,Седан,2220.0,610.0,270.0,184.0,70.0,8.0,226.0,8.4,5.4,6.6
1376,BMW,520.0,520.0,Седан,2205.0,610.0,270.0,184.0,70.0,7.9,227.0,8.9,5.5,6.8
1377,BMW,520.0,520.0,Седан,2260.0,610.0,250.0,204.0,70.0,8.5,234.0,11.4,6.0,8.0
1378,BMW,520.0,520.0,Седан,2260.0,610.0,270.0,204.0,70.0,8.2,234.0,10.5,5.9,7.6
1379,BMW,520.0,520.0,Седан,2235.0,610.0,270.0,204.0,70.0,7.9,238.0,10.5,5.9,7.6
1380,BMW,520.0,520.0,Седан,2315.0,610.0,450.0,204.0,70.0,7.2,236.0,7.8,5.1,6.1
1381,BMW,520.0,520.0,Седан,2260.0,610.0,450.0,218.0,70.0,7.0,239.0,5.6,4.3,4.8
1382,BMW,520.0,520.0,Седан,2300.0,610.0,450.0,204.0,70.0,7.2,236.0,8.1,5.1,6.2
1383,BMW,520.0,520.0,Седан,2255.0,610.0,450.0,218.0,70.0,7.2,243.0,6.2,4.3,5.0
1384,BMW,520.0,520.0,Седан,2320.0,600.0,450.0,218.0,70.0,7.0,234.0,6.1,4.7,5.2
1385,BMW,520.0,520.0,Седан,2255.0,470.0,346.0,243.0,70.0,6.5,210.0,10.2,6.9,8.7
1386,BMW,520.0,520.0,Седан,2230.0,610.0,350.0,245.0,70.0,6.3,250.0,8.7,5.4,6.7
1387,BMW,520.0,520.0,Седан,2265.0,610.0,310.0,258.0,70.0,6.7,250.0,10.4,6.0,7.6
1388,BMW,520.0,520.0,Седан,2220.0,610.0,350.0,245.0,70.0,6.2,250.0,9.1,5.5,6.8
1389,BMW,520.0,520.0,Седан,2245.0,610.0,310.0,258.0,70.0,6.6,250.0,10.4,6.3,7.8
1390,BMW,520.0,520.0,Седан,2345.0,470.0,346.0,243.0,70.0,6.6,210.0,10.7,7.3,9.0
1391,BMW,520.0,520.0,Седан,2305.0,600.0,350.0,245.0,70.0,6.5,246.0,9.4,5.8,7.1
1392,BMW,520.0,520.0,Седан,2330.0,610.0,540.0,245.0,70.0,6.3,250.0,7.8,5.3,6.2
1393,BMW,520.0,520.0,Седан,2330.0,610.0,540.0,258.0,70.0,6.3,250.0,7.7,5.2,6.1
1394,BMW,520.0,520.0,Седан,2325.0,610.0,540.0,245.0,70.0,6.3,250.0,8.0,5.3,6.3
1395,BMW,520.0,520.0,Седан,2325.0,610.0,540.0,258.0,70.0,6.3,250.0,8.0,5.3,6.3
1396,BMW,520.0,520.0,Седан,2405.0,610.0,560.0,258.0,70.0,6.3,245.0,6.8,5.3,5.8
1397,BMW,520.0,520.0,Седан,2265.0,610.0,310.0,272.0,70.0,6.6,250.0,10.1,5.9,7.4
1398,BMW,520.0,520.0,Седан,2245.0,610.0,310.0,272.0,70.0,6.5,250.0,10.2,6.1,7.6
1399,BMW,520.0,520.0,Седан,2360.0,610.0,600.0,300.0,70.0,5.7,250.0,7.9,5.1,6.1
1400,BMW,520.0,520.0,Седан,2335.0,610.0,600.0,313.0,70.0,5.5,250.0,6.5,4.8,5.4
1401,BMW,520.0,520.0,Седан,2395.0,610.0,600.0,313.0,70.0,5.5,250.0,6.8,5.0,5.7
1402,BMW,520.0,520.0,Седан,2350.0,480.0,407.0,305.0,70.0,5.9,210.0,11.8,8.1,10.2
1403,BMW,520.0,520.0,Седан,2310.0,610.0,400.0,306.0,70.0,6.1,250.0,11.9,6.4,8.4
1404,BMW,520.0,520.0,Седан,2340.0,480.0,407.0,305.0,70.0,5.9,210.0,12.4,8.4,10.7
1405,BMW,520.0,520.0,Седан,2295.0,535.0,400.0,306.0,70.0,6.0,250.0,11.8,6.6,8.5
1406,BMW,520.0,520.0,Седан,2440.0,480.0,407.0,305.0,70.0,5.9,210.0,13.8,9.4,11.8
1407,BMW,520.0,520.0,Седан,2380.0,610.0,400.0,306.0,70.0,5.9,250.0,10.9,6.5,8.1
1408,BMW,520.0,520.0,Седан,2450.0,470.0,610.0,405.0,70.0,5.2,210.0,13.8,9.4,11.8
1409,BMW,520.0,520.0,Седан,2430.0,525.0,600.0,407.0,70.0,5.0,250.0,15.4,7.5,10.4
1410,BMW,520.0,520.0,Седан,2450.0,470.0,610.0,405.0,70.0,5.2,210.0,15.7,10.7,13.8
1411,BMW,520.0,520.0,Седан,2540.0,470.0,610.0,405.0,70.0,4.9,210.0,15.7,10.2,13.1
1412,BMW,520.0,520.0,Седан,2500.0,525.0,600.0,407.0,70.0,4.8,250.0,16.4,7.9,11.0
1413,BMW,520.0,520.0,Седан,2400.0,475.0,450.0,340.0,67.0,5.9,250.0,6.7,5.7,6.4
1414,BMW,520.0,520.0,Седан,2475.0,505.0,740.0,381.0,70.0,4.7,250.0,7.1,5.8,6.3
1437,BMW,520.0,520.0,Седан,2225.0,610.0,360.0,143.0,70.0,9.7,214.0,5.4,4.0,4.5
1438,BMW,520.0,520.0,Седан,2225.0,610.0,360.0,150.0,70.0,9.5,218.0,5.1,3.9,4.3
1439,BMW,520.0,520.0,Седан,2235.0,610.0,360.0,143.0,70.0,9.6,212.0,5.3,4.1,4.5
1440,BMW,520.0,520.0,Седан,2235.0,610.0,360.0,150.0,70.0,9.4,216.0,4.9,3.8,4.2
1441,BMW,520.0,520.0,Седан,2230.0,610.0,380.0,184.0,70.0,8.1,234.0,5.4,4.0,4.5
1442,BMW,520.0,520.0,Седан,2230.0,610.0,400.0,190.0,70.0,7.9,236.0,5.1,3.9,4.3
1443,BMW,520.0,520.0,Седан,2230.0,610.0,380.0,184.0,70.0,7.9,231.0,5.2,4.1,4.5
1444,BMW,520.0,520.0,Седан,2240.0,610.0,400.0,190.0,70.0,7.7,233.0,4.9,3.7,4.1
1445,BMW,520.0,520.0,Седан,2330.0,600.0,380.0,184.0,70.0,8.1,228.0,5.7,4.4,4.9
1446,BMW,520.0,520.0,Седан,2330.0,600.0,400.0,190.0,70.0,7.9,230.0,5.6,4.2,4.7
1447,BMW,520.0,520.0,Седан,2205.0,610.0,270.0,184.0,70.0,7.9,235.0,8.4,5.2,6.4
1448,BMW,520.0,520.0,Седан,2225.0,610.0,270.0,184.0,70.0,7.9,233.0,8.1,4.7,6.0
1449,BMW,520.0,520.0,Седан,2260.0,610.0,450.0,218.0,70.0,7.0,248.0,5.9,4.3,4.9
1450,BMW,520.0,520.0,Седан,2265.0,610.0,450.0,218.0,70.0,6.9,243.0,5.6,4.1,4.7
1451,BMW,520.0,520.0,Седан,2365.0,600.0,450.0,218.0,70.0,7.0,240.0,5.8,4.6,5.1
1452,BMW,,,Седан,2365.0,600.0,450.0,218.0,70.0,7.0,240.0,6.0,4.6,5.1
1453,BMW,520.0,520.0,Седан,2220.0,610.0,350.0,245.0,70.0,6.2,250.0,8.8,5.3,6.6
1454,BMW,520.0,520.0,Седан,2235.0,610.0,350.0,245.0,70.0,6.3,250.0,8.0,5.0,6.1
1455,BMW,520.0,520.0,Седан,2310.0,600.0,350.0,245.0,70.0,6.3,250.0,8.4,5.2,6.4
1456,BMW,520.0,520.0,Седан,2320.0,610.0,560.0,258.0,70.0,5.8,250.0,6.0,4.6,5.1
1457,BMW,520.0,520.0,Седан,2410.0,600.0,560.0,258.0,70.0,5.7,250.0,6.4,4.9,5.4
1458,BMW,520.0,520.0,Седан,2345.0,610.0,630.0,313.0,70.0,5.3,250.0,6.2,4.7,5.3
1459,BMW,520.0,520.0,Седан,2440.0,600.0,630.0,313.0,70.0,5.1,250.0,6.8,4.9,5.6
1460,BMW,520.0,520.0,Седан,2285.0,610.0,400.0,306.0,70.0,5.8,250.0,11.0,6.2,8.0
1461,BMW,520.0,520.0,Седан,2300.0,610.0,400.0,306.0,70.0,5.7,250.0,10.0,5.6,7.2
1462,BMW,520.0,520.0,Седан,2365.0,600.0,400.0,306.0,70.0,5.6,250.0,10.5,5.9,7.6
1463,BMW,520.0,520.0,Седан,2430.0,600.0,650.0,450.0,70.0,4.6,250.0,11.8,6.6,8.6
1464,BMW,520.0,520.0,Седан,2480.0,600.0,650.0,450.0,70.0,4.4,250.0,12.7,7.1,9.2
1465,BMW,375.0,375.0,Седан,2400.0,550.0,400.0,306.0,67.0,5.9,250.0,6.1,6.6,6.4
1466,BMW,520.0,520.0,Седан,2460.0,580.0,740.0,381.0,70.0,4.7,250.0,7.5,5.4,6.3
1467,BMW,530.0,530.0,Седан,2230.0,685.0,400.0,190.0,66.0,7.7,238.0,4.9,3.7,4.2
1468,BMW,530.0,530.0,Седан,2245.0,685.0,400.0,190.0,66.0,7.5,235.0,4.7,3.8,4.1
1469,BMW,530.0,530.0,Седан,2325.0,705.0,400.0,190.0,66.0,7.6,232.0,5.1,4.2,4.5
1470,BMW,530.0,530.0,Седан,2345.0,705.0,620.0,265.0,66.0,5.7,250.0,5.3,4.1,4.5
1471,BMW,530.0,530.0,Седан,2385.0,690.0,620.0,265.0,66.0,5.4,250.0,5.8,4.6,5.0
1472,BMW,530.0,530.0,Седан,2200.0,660.0,350.0,252.0,68.0,6.2,250.0,6.9,4.7,5.5
1473,BMW,530.0,530.0,Седан,2270.0,675.0,350.0,252.0,68.0,6.0,250.0,7.4,5.2,6.0
1474,BMW,530.0,530.0,Седан,2270.0,675.0,450.0,340.0,68.0,5.1,250.0,8.9,5.2,6.5
1475,BMW,530.0,530.0,Седан,2340.0,675.0,450.0,340.0,68.0,4.8,250.0,9.3,5.7,6.9
1476,BMW,530.0,530.0,Седан,2460.0,650.0,650.0,462.0,68.0,4.0,250.0,12.7,6.8,8.9
1571,BMW,480.0,480.0,Седан,2000.0,450.0,233.0,170.0,85.0,11.2,186.0,,,
1572,BMW,480.0,480.0,Седан,2000.0,470.0,233.0,170.0,85.0,10.1,192.0,,,
1573,BMW,480.0,480.0,Седан,1960.0,470.0,240.0,184.0,85.0,9.5,196.0,17.8,8.8,
1574,BMW,480.0,480.0,Седан,1960.0,470.0,240.0,184.0,85.0,9.5,196.0,17.8,8.1,
1575,BMW,480.0,480.0,Седан,1960.0,455.0,240.0,184.0,85.0,11.5,190.0,17.4,9.6,
1576,BMW,480.0,480.0,Седан,2050.0,450.0,255.0,184.0,85.0,11.3,194.0,,,
1577,BMW,480.0,480.0,Седан,2050.0,470.0,255.0,184.0,85.0,9.6,200.0,,,
1578,BMW,480.0,480.0,Седан,2000.0,470.0,285.0,197.0,85.0,8.7,205.0,18.7,8.9,
1579,BMW,480.0,480.0,Седан,2000.0,470.0,285.0,197.0,85.0,8.7,205.0,18.7,8.5,
1580,BMW,480.0,480.0,Седан,2000.0,455.0,285.0,197.0,85.0,10.8,198.0,18.1,9.7,
1581,BMW,480.0,480.0,Седан,2070.0,450.0,280.0,197.0,85.0,10.6,198.0,,,
1582,BMW,480.0,480.0,Седан,2070.0,470.0,280.0,197.0,85.0,8.9,205.0,,,
1583,BMW,480.0,480.0,Седан,2000.0,460.0,310.0,218.0,85.0,9.8,206.0,19.5,9.7,
1584,BMW,480.0,480.0,Седан,2000.0,470.0,310.0,218.0,85.0,9.8,206.0,17.9,10.1,
1585,BMW,480.0,480.0,Седан,2000.0,480.0,310.0,218.0,85.0,8.0,212.0,18.3,8.6,
1586,BMW,480.0,480.0,Седан,2000.0,470.0,310.0,218.0,85.0,8.0,212.0,20.0,8.6,
1587,BMW,480.0,480.0,Седан,2070.0,460.0,380.0,252.0,85.0,7.8,221.0,16.6,8.4,
1588,BMW,480.0,480.0,Седан,2070.0,470.0,380.0,252.0,85.0,7.5,220.0,,,
1589,BMW,480.0,480.0,Седан,1980.0,490.0,240.0,184.0,100.0,11.5,195.0,14.5,7.8,10.7
1590,BMW,480.0,480.0,Седан,1980.0,510.0,240.0,184.0,100.0,9.5,201.0,15.1,7.9,11.1
1591,BMW,480.0,480.0,Седан,2010.0,490.0,285.0,197.0,100.0,10.5,202.0,16.1,7.8,11.2
1592,BMW,480.0,480.0,Седан,2010.0,510.0,285.0,197.0,100.0,8.6,208.0,16.8,8.4,11.8
1593,BMW,480.0,480.0,Седан,2050.0,490.0,310.0,204.0,100.0,9.4,211.0,16.0,7.9,11.2
1594,BMW,480.0,480.0,Седан,2010.0,490.0,310.0,218.0,100.0,9.4,211.0,16.0,7.9,11.2
1595,BMW,480.0,480.0,Седан,2050.0,490.0,290.0,185.0,100.0,10.4,199.0,17.4,8.4,12.1
1596,BMW,480.0,480.0,Седан,2050.0,510.0,290.0,185.0,100.0,8.9,205.0,16.6,8.5,11.9
1597,BMW,480.0,480.0,Седан,2050.0,510.0,310.0,204.0,100.0,7.9,217.0,16.8,8.1,11.6
1598,BMW,480.0,480.0,Седан,2010.0,510.0,310.0,218.0,100.0,7.9,217.0,16.8,8.1,11.6
1599,BMW,480.0,480.0,Седан,2100.0,510.0,380.0,252.0,100.0,7.9,228.0,16.5,8.6,
1600,BMW,480.0,480.0,Седан,2075.0,470.0,290.0,185.0,85.0,,,15.7,12.4,13.8
1601,BMW,500.0,500.0,Седан,2110.0,520.0,275.0,197.0,90.0,10.8,217.0,16.4,7.4,11.0
1602,BMW,500.0,500.0,Седан,2250.0,520.0,290.0,218.0,90.0,9.3,230.0,15.6,7.7,10.9
1603,BMW,500.0,500.0,Седан,2110.0,520.0,260.0,188.0,90.0,11.3,212.0,16.9,7.4,11.2
1604,BMW,500.0,500.0,Седан,2110.0,520.0,260.0,188.0,90.0,10.6,222.0,17.3,7.9,11.7
1605,BMW,500.0,500.0,Седан,2090.0,520.0,260.0,188.0,90.0,9.4,220.0,16.3,7.6,11.1
1606,BMW,500.0,500.0,Седан,2090.0,520.0,275.0,197.0,90.0,8.9,225.0,15.5,7.6,10.8
1607,BMW,500.0,500.0,Седан,2220.0,520.0,290.0,218.0,90.0,8.5,233.0,14.9,8.3,11.1
1608,BMW,500.0,500.0,Седан,2130.0,520.0,315.0,220.0,90.0,9.2,225.0,16.7,7.6,11.3
1609,BMW,500.0,500.0,Седан,2130.0,520.0,305.0,211.0,90.0,9.8,222.0,17.6,7.6,11.6
1610,BMW,500.0,500.0,Седан,2130.0,520.0,305.0,211.0,90.0,9.1,230.0,17.9,8.1,12.1
1611,BMW,500.0,500.0,Седан,2110.0,520.0,305.0,211.0,90.0,8.3,230.0,16.8,7.7,11.4
1612,BMW,500.0,500.0,Седан,2110.0,520.0,315.0,220.0,90.0,7.9,233.0,15.9,7.7,11.1
1613,BMW,500.0,500.0,Седан,2180.0,520.0,315.0,220.0,102.0,9.2,225.0,16.7,7.6,11.3
1614,BMW,500.0,500.0,Седан,2180.0,520.0,305.0,211.0,102.0,9.1,230.0,17.9,8.1,12.1
1615,BMW,500.0,500.0,Седан,2180.0,520.0,305.0,211.0,102.0,9.8,222.0,17.6,7.6,11.6
1616,BMW,500.0,500.0,Седан,2160.0,520.0,305.0,211.0,102.0,8.3,230.0,16.8,7.7,11.4
1617,BMW,500.0,500.0,Седан,2160.0,520.0,315.0,220.0,102.0,7.9,233.0,15.9,7.7,11.1
1618,BMW,500.0,500.0,Седан,2310.0,520.0,400.0,286.0,90.0,7.4,240.0,17.5,8.2,11.9
1619,BMW,500.0,500.0,Седан,2350.0,520.0,400.0,286.0,102.0,7.4,240.0,17.5,8.2,11.9
1620,BMW,500.0,500.0,Седан,2350.0,520.0,450.0,300.0,102.0,7.4,250.0,19.8,8.9,13.3
1621,BMW,500.0,500.0,Седан,2380.0,520.0,450.0,300.0,102.0,7.4,250.0,20.8,8.8,13.5
1622,BMW,500.0,500.0,Седан,2265.0,535.0,280.0,143.0,85.0,12.2,202.0,12.5,6.9,9.0
1623,BMW,500.0,500.0,Седан,2245.0,535.0,280.0,143.0,85.0,11.4,206.0,11.0,6.2,8.0
1624,BMW,500.0,500.0,Седан,2235.0,535.0,280.0,193.0,85.0,9.6,225.0,16.0,8.3,11.1
1625,BMW,500.0,500.0,Седан,2205.0,535.0,280.0,193.0,85.0,8.6,227.0,14.5,7.8,10.3
1626,BMW,500.0,500.0,Седан,2260.0,535.0,280.0,193.0,95.0,9.6,225.0,16.0,8.3,11.1
1627,BMW,500.0,500.0,Седан,2290.0,535.0,290.0,218.0,85.0,9.7,234.0,15.1,7.4,10.5
1628,BMW,500.0,500.0,Седан,2260.0,535.0,290.0,218.0,85.0,8.3,235.0,14.9,8.0,10.8
1629,BMW,500.0,500.0,Седан,2315.0,535.0,290.0,218.0,95.0,9.7,234.0,15.1,7.4,10.5
1630,BMW,500.0,500.0,Седан,2285.0,535.0,290.0,218.0,95.0,8.3,235.0,14.9,8.0,10.8
1631,BMW,500.0,500.0,Седан,2325.0,535.0,320.0,235.0,85.0,8.4,240.0,18.5,9.2,12.6
1632,BMW,500.0,500.0,Седан,2280.0,535.0,320.0,235.0,85.0,7.6,244.0,18.0,8.9,12.3
1633,BMW,500.0,500.0,Седан,2360.0,535.0,320.0,235.0,95.0,8.4,240.0,18.5,9.2,12.6
1634,BMW,500.0,500.0,Седан,2375.0,535.0,400.0,286.0,85.0,7.4,250.0,16.3,8.3,11.5
1635,BMW,500.0,500.0,Седан,2365.0,535.0,420.0,286.0,85.0,7.0,250.0,19.5,9.3,13.0
1636,BMW,500.0,500.0,Седан,2325.0,535.0,400.0,286.0,85.0,6.9,250.0,17.1,8.5,11.8
1637,BMW,500.0,500.0,Седан,2335.0,535.0,420.0,286.0,85.0,6.6,250.0,18.6,8.9,12.5
1638,BMW,500.0,500.0,Седан,2400.0,535.0,400.0,286.0,95.0,7.4,250.0,16.3,8.3,11.5
1639,BMW,500.0,500.0,Седан,2410.0,535.0,420.0,286.0,95.0,7.0,250.0,19.5,9.3,13.0
1640,BMW,500.0,500.0,Седан,2495.0,535.0,490.0,326.0,95.0,6.6,250.0,16.8,8.6,11.9
1641,BMW,500.0,500.0,Седан,2530.0,535.0,490.0,326.0,95.0,6.6,250.0,16.8,8.6,11.9
1642,BMW,500.0,500.0,Седан,2300.0,535.0,280.0,143.0,85.0,12.2,202.0,13.3,7.3,9.5
1643,BMW,500.0,500.0,Седан,2280.0,535.0,280.0,143.0,85.0,11.5,206.0,11.3,6.4,8.2
1644,BMW,500.0,500.0,Седан,2265.0,535.0,280.0,193.0,85.0,9.6,226.0,16.5,8.0,11.1
1645,BMW,500.0,500.0,Седан,2245.0,535.0,280.0,193.0,85.0,8.6,228.0,13.7,7.9,10.0
1646,BMW,500.0,500.0,Седан,2300.0,535.0,280.0,193.0,85.0,9.6,226.0,16.5,8.0,11.1
1647,BMW,500.0,500.0,Седан,2365.0,535.0,410.0,184.0,85.0,9.2,220.0,12.1,6.8,8.7
1648,BMW,500.0,500.0,Седан,2345.0,535.0,345.0,238.0,85.0,8.2,243.0,17.2,9.1,12.1
1649,BMW,500.0,500.0,Седан,2380.0,535.0,345.0,238.0,95.0,8.2,243.0,17.2,9.1,12.1
1650,BMW,500.0,500.0,Седан,2495.0,535.0,560.0,245.0,85.0,8.4,242.0,14.7,7.0,9.8
1651,BMW,500.0,500.0,Седан,2385.0,535.0,440.0,286.0,85.0,7.0,250.0,18.1,9.2,12.5
1652,BMW,500.0,500.0,Седан,2425.0,535.0,440.0,286.0,95.0,7.0,250.0,18.6,9.4,12.8
1653,BMW,500.0,500.0,Седан,2515.0,535.0,490.0,326.0,95.0,6.8,250.0,19.6,10.1,13.6
1654,BMW,500.0,500.0,Седан,2570.0,535.0,490.0,326.0,95.0,6.8,250.0,19.7,10.4,13.8
1655,BMW,500.0,500.0,Седан,2480.0,580.0,520.0,231.0,88.0,7.8,238.0,11.3,6.4,8.2
1656,BMW,500.0,500.0,Седан,2385.0,580.0,300.0,258.0,88.0,7.8,244.0,14.6,7.5,10.1
1657,BMW,500.0,500.0,Седан,2520.0,580.0,520.0,231.0,88.0,7.9,238.0,11.3,6.4,8.2
1658,BMW,500.0,500.0,Седан,2415.0,580.0,300.0,258.0,88.0,7.9,244.0,14.6,7.5,10.1
1659,BMW,500.0,500.0,Седан,2475.0,580.0,390.0,306.0,88.0,6.8,250.0,16.3,8.2,11.2
